#group,false,false,true,true,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,nodo
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T00:52:00Z,61.64727272727271,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:00:40Z,60.50156249999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:09:20Z,61.85,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:18:00Z,63.252500000000005,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:26:40Z,64.75424242424242,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:35:20Z,62.715,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:44:00Z,63.8260606060606,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T01:52:40Z,67.8809375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:01:20Z,62.775757575757574,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:10:00Z,60.60142857142858,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:18:40Z,61.11393939393939,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:27:20Z,60.369375000000005,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:36:00Z,59.857272727272736,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:44:40Z,60.954375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T02:53:20Z,61.22151515151516,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:02:00Z,60.993125000000006,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:10:40Z,62.5925,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:19:20Z,61.135,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:28:00Z,60.81454545454544,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:36:40Z,60.0125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:45:20Z,61.452727272727266,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T03:54:00Z,59.475625,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:02:40Z,57.56515151515152,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:11:20Z,55.3215625,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:20:00Z,55.22666666666668,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:28:40Z,55.20000000000002,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:37:20Z,55.17151515151518,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:46:00Z,55.20843750000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T04:54:40Z,55.163636363636385,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:03:20Z,55.14031249999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:12:00Z,55.124848484848485,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:20:40Z,55.124999999999986,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:29:20Z,55.12333333333335,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:38:00Z,55.13624999999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:46:40Z,55.131818181818176,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T05:55:20Z,55.106874999999995,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:04:00Z,55.13393939393941,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:12:40Z,55.16531250000003,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:21:20Z,55.15636363636365,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:30:00Z,55.17375000000002,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:38:40Z,55.119393939393944,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:47:20Z,55.12656249999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T06:56:00Z,55.110909090909075,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:04:40Z,55.12281250000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:13:20Z,55.130606060606056,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:22:00Z,55.13156250000002,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:30:40Z,55.13818181818182,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:39:20Z,55.11906250000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:48:00Z,55.11060606060605,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T07:56:40Z,55.12874999999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:05:20Z,55.13303030303031,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:14:00Z,55.12125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:22:40Z,55.11212121212121,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:31:20Z,55.115,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:40:00Z,55.12151515151515,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:48:40Z,55.10937499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T08:57:20Z,55.264545454545456,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:06:00Z,55.10812499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:14:40Z,55.10393939393938,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:23:20Z,55.10249999999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:32:00Z,55.0951515151515,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:40:40Z,55.07906249999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:49:20Z,55.100606060606054,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T09:58:00Z,55.08875,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:06:40Z,55.087878787878765,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:15:20Z,55.09718749999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:24:00Z,55.07696969696968,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:32:40Z,55.079062499999985,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:41:20Z,55.06575757575755,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:50:00Z,55.07562499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T10:58:40Z,55.10636363636362,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:07:20Z,55.10875,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:16:00Z,55.14121212121212,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:24:40Z,55.13031250000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:33:20Z,55.11787878787878,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:42:00Z,55.082812499999974,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:50:40Z,55.07424242424241,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T11:59:20Z,55.073124999999976,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T12:08:00Z,55.07212121212119,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T12:16:40Z,55.05968749999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T12:25:20Z,55.071818181818166,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T12:34:00Z,55.07218749999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T12:42:40Z,55.06787878787877,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T12:51:20Z,55.078749999999985,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:00:00Z,55.077878787878774,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:08:40Z,55.08249999999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:17:20Z,55.10333333333332,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:26:00Z,55.093125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:34:40Z,55.08333333333331,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:43:20Z,55.09374999999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T13:52:00Z,55.10454545454546,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:00:40Z,55.074687499999975,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:09:20Z,55.097272727272724,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:18:00Z,55.08374999999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:26:40Z,55.09151515151514,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:35:20Z,55.1028125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:44:00Z,55.125151515151515,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T14:52:40Z,55.13375000000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:01:20Z,55.13030303030302,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:10:00Z,55.1284375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:18:40Z,55.1290909090909,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:27:20Z,55.1309375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:36:00Z,55.37545454545455,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:44:40Z,55.12937499999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T15:53:20Z,55.1409090909091,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:02:00Z,55.12093749999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:10:40Z,55.15515151515151,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:19:20Z,55.12374999999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:28:00Z,55.099090909090904,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:36:40Z,55.12624999999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:45:20Z,55.152424242424246,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T16:54:00Z,55.12812499999996,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:02:40Z,55.14606060606063,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:11:20Z,55.165937500000005,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:20:00Z,55.09787878787877,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:28:40Z,55.1053125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:37:20Z,55.1130303030303,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:46:00Z,55.139999999999986,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T17:54:40Z,55.126363636363635,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:03:20Z,55.27968749999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:12:00Z,55.217575757575766,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:20:40Z,55.1284375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:29:20Z,55.1151515151515,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:38:00Z,55.107499999999995,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:46:40Z,55.09818181818179,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T18:55:20Z,55.13124999999997,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:04:00Z,55.097575757575754,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:12:40Z,55.122812499999974,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:21:20Z,55.14272727272727,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:30:00Z,55.15187499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:38:40Z,55.14636363636364,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:47:20Z,55.136874999999975,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T19:56:00Z,55.11242424242425,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:04:40Z,55.13218750000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:13:20Z,55.09181818181816,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:22:00Z,55.10062499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:30:40Z,55.13363636363636,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:39:20Z,55.106875,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:48:00Z,55.12545454545454,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T20:56:40Z,55.15531249999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:05:20Z,55.31636363636363,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:14:00Z,55.14812499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:22:40Z,55.12333333333333,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:31:20Z,55.12062499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:40:00Z,55.14575757575758,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:48:40Z,55.17906249999997,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T21:57:20Z,55.1812121212121,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:06:00Z,55.2071875,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:14:40Z,55.18545454545453,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:23:20Z,55.17343749999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:32:00Z,55.18515151515152,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:40:40Z,55.2978125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:49:20Z,55.15969696969695,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T22:58:00Z,55.159062500000005,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:06:40Z,55.17363636363634,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:15:20Z,55.15218749999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:24:00Z,55.115454545454526,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:32:40Z,55.141562499999985,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:41:20Z,55.1642424242424,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:50:00Z,55.4371875,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-28T23:58:40Z,55.1121212121212,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:07:20Z,55.13812499999998,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:16:00Z,55.23727272727273,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:24:40Z,55.1634375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:33:20Z,55.19727272727271,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:42:00Z,55.37812499999999,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:50:40Z,55.19878787878789,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T00:59:20Z,55.428437499999994,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T01:08:00Z,55.3030303030303,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T01:16:40Z,55.308749999999996,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T01:25:20Z,55.424848484848475,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T01:34:00Z,55.432812500000004,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T01:42:40Z,55.36151515151515,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T01:51:20Z,55.255625,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:00:00Z,55.11666666666666,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:08:40Z,55.1628125,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:17:20Z,55.232727272727274,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:26:00Z,55.19781250000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:34:40Z,55.2851515151515,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:43:20Z,55.38687500000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T02:52:00Z,55.39363636363636,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:00:40Z,55.126562500000006,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:09:20Z,55.13575757575757,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:18:00Z,55.4184375,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:26:40Z,55.43939393939394,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:35:20Z,55.37531250000001,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:44:00Z,55.31515151515152,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T03:52:40Z,55.320312499999986,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T04:01:20Z,55.430606060606046,leq,leq,1
,,0,2025-06-27T18:00:00Z,2025-06-29T22:00:00Z,2025-06-29T04:10:00Z,55.343124999999986,leq,leq,1
